order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
cd3b8574c82b42fc8129f6d502690c3e,7812fcebfc5e8065d31e1bb5f0017dae,delivered,2016-10-03T22:31:31.000Z,2016-10-04T10:19:23.000Z,2016-10-08T10:34:01.000Z,2016-10-14T16:08:00.000Z,2016-11-23T00:00:00.000Z
ae8a60e4b03c5a4ba9ca0672c164b181,e6f959bf384d1d53b6d68826699bba12,delivered,2016-10-03T22:44:10.000Z,2016-10-04T10:28:25.000Z,2016-10-30T14:22:04.000Z,2016-11-03T14:04:50.000Z,2016-12-01T00:00:00.000Z
ef1b29b591d31d57c0d7337460dd83c9,dc607dc98d6a11d5d04d9f2a70aa6c34,delivered,2016-10-03T22:51:30.000Z,2016-10-04T10:28:19.000Z,2016-10-21T14:23:36.000Z,2016-11-01T15:14:45.000Z,2016-11-25T00:00:00.000Z
0a0837a5eee9e7a9ce2b1fa831944d27,4f3f778022aefa22b9f9e52d2c47edf3,delivered,2016-10-04T09:06:10.000Z,2016-10-06T11:43:20.000Z,2016-10-15T10:33:08.000Z,2016-10-22T14:51:18.000Z,2016-11-24T00:00:00.000Z
1ff217aa612f6cd7c4255c9bfe931c8b,b3a9bf200375f53cc5c6991919c356fd,delivered,2016-10-04T09:16:33.000Z,2016-10-04T09:43:32.000Z,2016-10-21T16:33:45.000Z,2016-10-24T16:33:45.000Z,2016-11-24T00:00:00.000Z
ed8c7b1b3eb256c70ce0c74231e1da88,da0ba2a9935bca5b4610b0e3bca9d3b4,delivered,2016-10-04T09:59:03.000Z,2016-10-04T10:25:46.000Z,2016-11-11T15:29:14.000Z,2016-11-18T08:51:07.000Z,2016-11-24T00:00:00.000Z
1aecadf4362edaca7fa033e882076c8d,e81a9f176936e3124dfd90c483bf3289,canceled,2016-10-04T10:05:45.000Z,2016-10-04T10:26:40.000Z,,,2016-11-24T00:00:00.000Z
c3d9e402b6a0fbe2a5f7fc5b41117c38,5720a15d022c09d2634c71c80c8d4102,delivered,2016-10-04T10:16:04.000Z,2016-10-04T10:45:33.000Z,2016-10-28T15:34:00.000Z,2016-11-08T10:41:54.000Z,2016-12-08T00:00:00.000Z
46046adea0e222a29259bad3d922fee8,e9722ab28655e07763e0ca2751c61c90,delivered,2016-10-04T10:41:17.000Z,2016-10-04T11:06:07.000Z,2016-10-21T16:29:32.000Z,2016-10-24T16:29:32.000Z,2016-11-28T00:00:00.000Z
80606b26965c5ed21e85a085e0667b63,9e241a9965210ac822859a94c0f33162,delivered,2016-10-04T11:03:14.000Z,2016-10-06T07:46:47.000Z,2016-11-17T11:21:15.000Z,2016-11-17T19:14:41.000Z,2016-12-08T00:00:00.000Z
620b0acb9258b51defbc51804c5298d5,9012f48ac2c416c82819101da4e4b75e,canceled,2016-10-04T11:44:01.000Z,2016-10-05T08:45:09.000Z,,,2016-12-06T00:00:00.000Z
79ffdd52a918bbe867895a4b183d6457,f9808148a262b51d20e2d777eee6676c,delivered,2016-10-04T12:06:11.000Z,2016-10-04T12:25:20.000Z,2016-10-25T14:16:48.000Z,2016-10-26T16:41:21.000Z,2016-11-24T00:00:00.000Z
c4b41c36dd589e901f6879f25a74ec1d,4bb880cac21c7a9e1371ab1ebd601706,delivered,2016-10-04T12:53:17.000Z,2016-10-04T13:26:11.000Z,2016-11-07T16:21:26.000Z,2016-11-09T13:37:38.000Z,2016-11-24T00:00:00.000Z
dd359d3c294458c6d642b2eea9212bf5,5c58d1ea5a893380ecdd96dd6dfd5ec5,invoiced,2016-10-04T13:02:10.000Z,2016-10-05T03:08:27.000Z,,,2016-11-24T00:00:00.000Z
36989eb07a0de2d3d3129eea35553875,aadd27185177fc7ac9b364898ac09343,delivered,2016-10-04T13:11:29.000Z,2016-10-04T13:46:31.000Z,2016-10-08T13:46:32.000Z,2016-10-11T13:46:32.000Z,2016-12-06T00:00:00.000Z
3f72d2b757e725cd48a4726f831c7789,e0de521fbb397bd7e83d079fe66357b5,delivered,2016-10-04T13:15:46.000Z,2016-10-04T13:47:04.000Z,2016-10-10T16:45:50.000Z,2016-10-17T11:25:59.000Z,2016-11-28T00:00:00.000Z
f3f12fc90564a9b036680a887cd64668,3c521eac04e2dca4702dcc69789618c2,delivered,2016-10-04T13:15:52.000Z,2016-10-04T13:47:06.000Z,2016-10-30T13:37:48.000Z,2016-11-01T18:07:25.000Z,2016-11-24T00:00:00.000Z
5b1376fe61863fe3508011db309e35fe,b9c504b633cd3d85d4128856a67209c2,delivered,2016-10-04T13:16:57.000Z,2016-10-05T03:11:34.000Z,2016-10-14T23:20:15.000Z,2016-10-17T20:24:25.000Z,2016-12-08T00:00:00.000Z
63638a6806d67773f3adba8534553fff,16e14c1e6e050fe6730c961ff638ca23,delivered,2016-10-04T13:22:56.000Z,2016-10-04T13:47:45.000Z,2016-11-17T15:53:01.000Z,2016-11-25T13:17:37.000Z,2016-11-28T00:00:00.000Z
fbbc9a4fa88f1ccd651790df665b3e57,eba930c3950c6964961c7c72f7f6a461,delivered,2016-10-04T13:30:13.000Z,2016-10-05T02:45:16.000Z,2016-10-09T02:45:17.000Z,2016-10-28T17:05:47.000Z,2016-12-02T00:00:00.000Z
711b9be9c346d9ecdb9d38a5e1e7e39b,81e4aed5ab4253757305267b80712689,invoiced,2016-10-04T13:38:37.000Z,2016-10-04T14:08:38.000Z,,,2016-11-24T00:00:00.000Z
4d66b3a9d12facad48a3b23cc9fe7898,bd6048a0960b15881f1ae5dca277fb52,delivered,2016-10-04T13:40:43.000Z,2016-10-04T14:09:08.000Z,2016-10-15T10:33:12.000Z,2016-10-17T19:41:12.000Z,2016-11-28T00:00:00.000Z
22613579f7d11cc59c4347526fc3c79e,53cc5d344077104b59d4f6836a90eb0b,delivered,2016-10-04T13:45:08.000Z,2016-10-04T14:27:49.000Z,2016-10-15T10:12:47.000Z,2016-10-18T22:35:47.000Z,2016-11-28T00:00:00.000Z
7033745709b7cf1bac7d2533663592de,7f0ca17bb33b230b47459437cf0682c7,delivered,2016-10-04T14:13:22.000Z,2016-10-04T14:46:48.000Z,2016-10-08T14:46:49.000Z,2016-10-11T14:46:49.000Z,2016-11-30T00:00:00.000Z
35d3a51724a47ef1d0b89911e39cc4ff,27ab53f26192510ff85872aeb3759dcc,delivered,2016-10-04T14:23:50.000Z,2016-10-05T02:44:29.000Z,2016-10-14T02:44:30.000Z,2016-10-26T15:03:52.000Z,2016-12-20T00:00:00.000Z
356b492aba2d1a7da886e54e0b6212b7,68c74d748a55f9d29e6698f4b01a0df7,delivered,2016-10-04T14:44:33.000Z,2016-10-06T16:05:43.000Z,2016-10-30T14:23:50.000Z,2016-10-31T14:23:50.000Z,2016-11-28T00:00:00.000Z
60762802b48bb6d256d55b013d115013,01be2c0c2d55c597b5ec011e26e4b0d1,delivered,2016-10-04T14:49:13.000Z,2016-10-06T16:03:34.000Z,2016-10-30T10:04:46.000Z,2016-10-31T23:13:42.000Z,2016-11-24T00:00:00.000Z
bfd31c6f76ff82a41e7beb05565aec4d,6c65055adfbc0007dbb4c5a22ea5ba8c,canceled,2016-10-04T14:51:15.000Z,2016-10-06T15:56:40.000Z,,,2016-12-14T00:00:00.000Z
5cb8558cbb7c0c2f00f43468579d3e3c,2ff5a6455514da421bd25d6e4ceb1d12,shipped,2016-10-04T15:02:37.000Z,2016-10-05T03:10:59.000Z,2016-10-15T10:14:10.000Z,,2016-12-02T00:00:00.000Z
51725d3e4bdfc97e28b40543310da8a3,a0f95ab56c6d3a5ba0036b7fdfeda07f,delivered,2016-10-04T15:02:53.000Z,2016-10-05T17:06:51.000Z,2016-10-09T17:06:52.000Z,2016-10-26T13:21:41.000Z,2016-11-28T00:00:00.000Z
83812118bb682267a9880ea1b261ac4b,6b4acd0818e5852c5271cb061ccbb493,delivered,2016-10-04T15:07:21.000Z,2016-10-07T10:12:10.000Z,2016-10-11T10:12:10.000Z,2016-10-31T21:57:07.000Z,2016-12-08T00:00:00.000Z
a041155864e5141116458291313b35c2,8fbab2ff4df1a7cc9531b14a686bb3ce,delivered,2016-10-04T15:10:15.000Z,2016-10-06T15:56:27.000Z,2016-10-10T15:56:28.000Z,2016-10-13T15:56:28.000Z,2016-11-24T00:00:00.000Z
de1404a068c6c8c909897886a314bad7,5116eacd8d620b734c26a0f04e19b60a,delivered,2016-10-04T15:12:18.000Z,2016-10-06T16:05:04.000Z,2016-10-18T16:13:50.000Z,2016-10-24T20:35:44.000Z,2016-12-16T00:00:00.000Z
985db56d4cabd2577d0960194dd2cd5a,93b0959b3704e65ceaf6cd4bcdfea834,delivered,2016-10-04T15:35:35.000Z,2016-10-06T15:57:13.000Z,2016-10-21T16:33:54.000Z,2016-10-28T15:03:48.000Z,2016-11-30T00:00:00.000Z
98974b076b01553d49ee6467905675a7,dc7cdb748679fb6f280f66d7582c5e59,delivered,2016-10-04T15:44:44.000Z,2016-10-06T15:57:59.000Z,2016-11-11T15:29:15.000Z,2016-11-17T08:38:57.000Z,2016-11-24T00:00:00.000Z
39d0be719247e3b3a38846ba810197ea,0f51eea87ae9e277d0f099d51637772d,delivered,2016-10-04T16:02:18.000Z,2016-10-06T15:58:44.000Z,2016-10-21T16:18:29.000Z,2016-11-07T16:55:57.000Z,2016-12-12T00:00:00.000Z
d2292ff2201e74c5db154d1b7ae68cbb,53a400fdb22676639e4cbf33197e2a6e,delivered,2016-10-04T16:05:29.000Z,2016-10-06T15:59:12.000Z,2016-10-21T14:23:38.000Z,2016-11-03T10:08:51.000Z,2016-11-24T00:00:00.000Z
50013835d7b14aefb452825864d3e414,66ab9fd5f2a463fcfa0995c05f46680c,delivered,2016-10-04T16:08:52.000Z,2016-10-06T15:53:12.000Z,2016-10-21T14:38:42.000Z,2016-10-21T16:19:17.000Z,2016-11-24T00:00:00.000Z
a6475bb7a50387e3c665534e15bd40ac,442d66f0d96f656096dd70f1b0391e40,invoiced,2016-10-04T16:28:25.000Z,2016-10-05T02:46:17.000Z,,,2016-11-28T00:00:00.000Z
6eb51c1c9c69f78ea9fd4665fb98b7d2,7235fa173d845addc1fab54a111725f4,delivered,2016-10-04T16:40:07.000Z,2016-10-06T15:56:10.000Z,2016-10-10T15:56:11.000Z,2016-10-13T15:56:11.000Z,2016-11-24T00:00:00.000Z
cb29497c3782a76b57327c055d58b0e0,663c23427108785957931a3ac88f6085,delivered,2016-10-04T16:41:59.000Z,2016-10-06T15:55:55.000Z,2016-10-24T07:05:30.000Z,2016-10-29T12:53:41.000Z,2016-11-28T00:00:00.000Z
6b3ee7697a02619a0ace2b3f0aa46bde,21a6abdf0197fbe57451bd0a1d3c59a2,delivered,2016-10-04T17:08:39.000Z,2016-10-06T15:46:02.000Z,2016-11-07T16:53:44.000Z,2016-11-21T10:38:51.000Z,2016-11-24T00:00:00.000Z
5204d67853f827d1ee32810bf8f2d6c2,3dc7eb6da6c008460353d9a171e8fe6d,delivered,2016-10-04T17:25:09.000Z,2016-10-06T15:45:42.000Z,2016-10-10T15:45:44.000Z,2016-10-13T15:45:44.000Z,2016-11-28T00:00:00.000Z
ae0913baa54f18027667d8049c36fde2,c6045ecabc5f74048d727035f82c3826,delivered,2016-10-04T18:02:37.000Z,2016-10-06T02:46:32.000Z,2016-10-21T16:33:37.000Z,2016-10-31T13:17:48.000Z,2016-11-30T00:00:00.000Z
b0cfee6ce5503781be6004e0e31e4309,9e18a290b9d17b14fe33b68a0ea2bfeb,delivered,2016-10-04T18:07:24.000Z,2016-10-06T15:43:50.000Z,2016-11-21T09:33:44.000Z,2016-11-29T15:23:44.000Z,2016-11-28T00:00:00.000Z
95e01270fcbae9863423400103359279,7a692b1ff18c8c21156b886e02e80040,delivered,2016-10-04T18:52:56.000Z,2016-10-06T15:51:42.000Z,2016-11-01T07:27:42.000Z,2016-11-04T17:54:00.000Z,2016-11-24T00:00:00.000Z
03128233e78ed8ade6738f2043f4cf8d,da1c9a7e7fa9de1d48ecd6d6e027313e,delivered,2016-10-04T19:01:13.000Z,2016-10-06T15:43:49.000Z,2016-10-30T10:41:08.000Z,2016-10-31T17:06:03.000Z,2016-11-28T00:00:00.000Z
90aea7c4e52538a18cb9bbfd16f09185,85f0e92957e9fb9c5f72ba5378f492a0,delivered,2016-10-04T19:25:29.000Z,2016-10-06T15:51:51.000Z,2016-11-10T13:58:50.000Z,2016-11-17T13:07:53.000Z,2016-11-28T00:00:00.000Z
d1eb8e4e276a4eea13a5c462c0765e60,9031f9dcde5860b34e6c65ac5c796d30,delivered,2016-10-04T19:30:28.000Z,2016-10-06T03:10:33.000Z,2016-10-10T03:10:34.000Z,2016-10-13T03:10:34.000Z,2016-12-06T00:00:00.000Z
ddaec6fff982b13e7e048b627a11d6da,68f4ad79cc0c2ad06e19088f5c00e9fa,canceled,2016-10-04T19:41:32.000Z,,,,2016-11-16T00:00:00.000Z
6e0d2539e48e84296bae6290de41058c,1fc56719b52f82c03caddc5faf531fbb,delivered,2016-10-04T19:41:52.000Z,2016-10-06T15:51:37.000Z,2016-11-10T16:47:52.000Z,2016-11-17T09:23:50.000Z,2016-11-30T00:00:00.000Z
966f96af9d189dc428ff04ebbca821b8,90e1931af4fb878dbe45c79e6e458015,canceled,2016-10-04T20:41:45.000Z,2016-10-06T15:57:38.000Z,,,2016-11-24T00:00:00.000Z
893dc49276696129a9bf6f2a9fe23e57,483da61b9de320d057934319d30504b5,delivered,2016-10-04T20:41:55.000Z,2016-10-06T15:45:18.000Z,2016-10-31T14:38:06.000Z,2016-11-03T15:17:39.000Z,2016-11-28T00:00:00.000Z
bb9fd560a08ca7403789dedaca85da14,fa56d5dbed23c641e19a12b6d7392833,delivered,2016-10-04T21:25:32.000Z,2016-10-06T15:46:29.000Z,2016-10-27T19:02:09.000Z,2016-11-05T11:04:57.000Z,2016-11-28T00:00:00.000Z
8d47519f5c9c42540b37bd3db0492878,5dd777a48c8124ad7284bf0ae14057e9,delivered,2016-10-04T21:32:35.000Z,2016-10-06T15:45:52.000Z,2016-10-30T13:25:25.000Z,2016-11-07T15:11:47.000Z,2016-11-30T00:00:00.000Z
88130f20a472f28fcca9dd5d50358820,8eff66e5b7c425dfbbe9a2cbf0f3883f,delivered,2016-10-04T21:35:54.000Z,2016-10-06T15:44:28.000Z,2016-10-15T10:29:52.000Z,2016-10-18T22:57:42.000Z,2016-11-28T00:00:00.000Z
5cc475c7c03290048eb2e742cd64cb5e,75e8f990b9e289013b1d092614b52487,delivered,2016-10-04T21:54:52.000Z,2016-10-05T03:10:31.000Z,2016-12-06T17:24:00.000Z,2016-12-12T20:31:54.000Z,2016-11-24T00:00:00.000Z
cfdc6f2061897ed3b3f1a9ac3437c6f9,1365d1374ca6c72869ff0c56963f176c,delivered,2016-10-04T22:03:46.000Z,2016-10-06T15:44:09.000Z,2016-10-10T15:44:09.000Z,2016-10-17T15:36:53.000Z,2016-11-28T00:00:00.000Z
d2d67121a09535b3a7b6a000e58d8625,a17dc8aaea9743dbccaca067b5ac3b43,delivered,2016-10-04T22:15:11.000Z,2016-10-06T16:00:41.000Z,2016-10-10T16:00:43.000Z,2016-10-13T16:00:43.000Z,2016-11-24T00:00:00.000Z
8b388d845a3e8700444b971fa2bef902,00474d2582fd72663036795b7ab8cfc1,delivered,2016-10-04T22:33:44.000Z,2016-10-06T03:10:59.000Z,2016-10-28T13:28:35.000Z,2016-11-08T14:03:58.000Z,2016-12-06T00:00:00.000Z
a9fc3ae13c740ad46532fd50b61c69d5,04a043776b45158df5f274435321c199,delivered,2016-10-04T22:43:33.000Z,2016-10-06T15:44:56.000Z,2016-10-10T15:44:57.000Z,2016-10-13T15:44:57.000Z,2016-11-28T00:00:00.000Z
dd11631d8b02780b78bd97ec44a1ca8c,a05daaa7b79d7053da895ee3b342cf2d,delivered,2016-10-04T23:08:08.000Z,2016-10-06T15:50:14.000Z,2016-10-31T14:38:06.000Z,2016-11-04T12:45:51.000Z,2016-11-28T00:00:00.000Z
1c4deb98d216d2fda120204a5fcfb57d,76329463ae17ce6629dd04e014aa72e4,delivered,2016-10-04T23:26:51.000Z,2016-10-06T15:51:36.000Z,2016-10-30T10:47:42.000Z,2016-10-31T21:49:01.000Z,2016-11-30T00:00:00.000Z
a8c3f65a43b2e956cbfca10db4300853,c2c97a4df7be5639a8976ed8b8516e81,delivered,2016-10-04T23:39:01.000Z,2016-10-06T15:46:26.000Z,2016-10-15T12:39:45.000Z,2016-10-20T19:14:53.000Z,2016-11-24T00:00:00.000Z
f001655c8c646cd1b5185bbc2e7534f3,ce210e14256d0dea4b6b487c2ed032d0,delivered,2016-10-04T23:45:54.000Z,2016-10-07T16:37:42.000Z,2016-10-21T16:25:22.000Z,2016-10-24T16:25:22.000Z,2016-11-28T00:00:00.000Z
bcbc0973414b1dd97555e6f8e9713cfa,3f6f000d5b0a959f38481fad4ab7cac2,delivered,2016-10-04T23:59:01.000Z,2016-10-05T03:45:41.000Z,2016-10-09T03:45:42.000Z,2016-10-16T10:41:50.000Z,2016-11-28T00:00:00.000Z
7a7d2c889e27d93b2005462a8788e168,88927ff4f54b497957d9947e926ec6fe,delivered,2016-10-05T00:32:31.000Z,2016-10-06T15:57:05.000Z,2016-10-30T14:03:48.000Z,2016-10-31T14:03:48.000Z,2016-11-25T00:00:00.000Z
a68ce1686d536ca72bd2dadc4b8671e5,d7bed5fac093a4136216072abaf599d5,shipped,2016-10-05T01:47:40.000Z,2016-10-07T03:11:22.000Z,2016-11-07T16:37:37.000Z,,2016-12-01T00:00:00.000Z
cbbb524a0e1646aa6cf7a3c0bbe517ad,dacb079d55ffb1d3955c5d923df3ebb7,delivered,2016-10-05T07:31:49.000Z,2016-10-06T02:46:24.000Z,2016-10-10T02:46:24.000Z,2016-10-16T14:36:00.000Z,2016-12-07T00:00:00.000Z
18dad78c0f87f4c45ef196daeaa3ffbb,e4780f4524969db38b49dd1c82e03fcc,delivered,2016-10-05T08:01:47.000Z,2016-10-06T15:55:39.000Z,2016-10-15T10:31:16.000Z,2016-10-17T16:47:46.000Z,2016-11-29T00:00:00.000Z
b2f92b2f7047cd8b35580d629d7b3bfb,1cbeb91a58bd89ee2df1bc32f3311209,delivered,2016-10-05T08:04:21.000Z,2016-10-06T15:57:10.000Z,2016-11-11T07:31:31.000Z,2016-11-17T16:23:47.000Z,2016-11-25T00:00:00.000Z
34c718970b33419ed6d537a90366231b,ac68706c6f747bf0f7e7986a7ba40155,delivered,2016-10-05T08:41:18.000Z,2016-10-06T15:44:00.000Z,2016-10-24T16:33:49.000Z,2016-10-31T21:41:26.000Z,2016-11-29T00:00:00.000Z
0c7fc95baa5e16992ed412ccea7f28b3,a25c191eb1025845e8e9d1d806fa2605,delivered,2016-10-05T08:46:55.000Z,2016-10-07T03:10:06.000Z,2016-10-11T03:10:07.000Z,2016-10-14T03:10:07.000Z,2016-12-01T00:00:00.000Z
86df4a2f1f5cd47ee3f5bf1781240d1a,b0db02848249cbe57e7e5732976ced8e,delivered,2016-10-05T09:19:46.000Z,2016-10-06T15:58:45.000Z,2016-10-10T15:58:46.000Z,2016-10-26T10:38:43.000Z,2016-11-29T00:00:00.000Z
acf83f0e8fb878cb25197344426ed10b,46fc16f07712c5cdcdd55911a3297e16,delivered,2016-10-05T09:46:43.000Z,2016-10-07T02:49:21.000Z,2016-10-11T02:49:22.000Z,2016-10-14T02:49:22.000Z,2016-12-09T00:00:00.000Z
c46b48abd599551232324a6e9077bf19,f760b83264231599706a6e4df91fd137,delivered,2016-10-05T11:01:40.000Z,2016-10-06T15:49:47.000Z,2016-10-10T15:49:48.000Z,2016-10-13T15:49:48.000Z,2016-12-05T00:00:00.000Z
e2eaf909eb6ba881117aa407992a5ffb,4aa9a7eb520f8efdf80da20ba889f190,delivered,2016-10-05T11:05:52.000Z,2016-10-07T02:49:09.000Z,2016-11-01T07:13:36.000Z,2016-11-14T15:03:36.000Z,2016-11-25T00:00:00.000Z
92b44b87f1f7670b8911c5f0e642435e,e561a3f61440b031d3be286a696d06eb,delivered,2016-10-05T11:08:46.000Z,2016-10-06T07:45:47.000Z,2016-10-10T07:45:48.000Z,2016-10-13T07:45:48.000Z,2016-11-25T00:00:00.000Z
92d731517f17c26f16182d45498c4c3d,95c44daefa7bfb91c6bb0665a0cd22fc,canceled,2016-10-05T11:23:13.000Z,,,,2016-11-14T00:00:00.000Z
98750f114ae6088d04ea0d3cfe3f137f,01fc05160cf790b9ed54ec795ff07688,delivered,2016-10-05T11:44:41.000Z,2016-10-06T03:07:51.000Z,2016-10-10T03:07:51.000Z,2016-10-28T12:23:43.000Z,2016-11-29T00:00:00.000Z
97d2f8fe76f2f253b8291e17b5383884,5458c93e0db88f9b885bc7dbc3bfa2a3,shipped,2016-10-05T11:54:15.000Z,2016-10-06T15:51:26.000Z,2016-11-14T09:28:51.000Z,,2016-12-07T00:00:00.000Z
31b0dd6152d2e471443debf037ae171d,031f08a1ebdcfb5e706831bf64de3860,delivered,2016-10-05T12:32:55.000Z,2016-10-06T16:03:45.000Z,2016-10-10T16:03:46.000Z,2016-10-13T16:03:46.000Z,2016-11-23T00:00:00.000Z
cac247cece621e1bc64748d44331d22d,a39a11e156aa248ef573dbb7c65580d2,delivered,2016-10-05T12:34:04.000Z,2016-10-06T15:49:11.000Z,2016-10-30T15:24:49.000Z,2016-11-04T14:31:26.000Z,2016-12-07T00:00:00.000Z
ad1aeeb1a99c9f021e38a49865bb812c,6deeb4ffef6cf320ef5a642302f04104,delivered,2016-10-05T12:41:38.000Z,2016-10-07T02:49:06.000Z,2016-10-21T16:23:50.000Z,2016-10-26T13:31:53.000Z,2016-12-09T00:00:00.000Z
3b2ca3293a7ce539ea2379d704fa37ce,06a70917afd2dcd59396e1eac836c646,delivered,2016-10-05T12:44:09.000Z,2016-10-06T15:47:17.000Z,2016-11-17T11:54:02.000Z,2016-11-17T19:53:49.000Z,2016-11-25T00:00:00.000Z
dc5f6cd4492bbffe5bcda9b87856c9a5,2ebf822bbf33241c7bffb42235519f92,delivered,2016-10-05T13:12:43.000Z,2016-10-06T15:47:29.000Z,2016-10-21T16:34:58.000Z,2016-10-27T12:33:29.000Z,2016-11-29T00:00:00.000Z
e04f1da1f48bf2bbffcf57b9824f76e1,0d00d77134cae4c58695086ad8d85100,invoiced,2016-10-05T13:22:20.000Z,2016-10-06T15:51:38.000Z,,,2016-11-29T00:00:00.000Z
dc18a044b56ed174037ca164cdf2e921,4a06381959b6670756de02e07b83815f,unavailable,2016-10-05T14:16:28.000Z,2016-10-06T15:56:49.000Z,,,2016-11-29T00:00:00.000Z
3f913d30288c117e41ffe5cc74743dc9,7aae6b74d7e0a2a11051bf8a16e16021,shipped,2016-10-05T14:36:55.000Z,2016-10-06T15:53:06.000Z,2016-10-15T12:24:42.000Z,,2016-11-29T00:00:00.000Z
59e7ca596664da0a459a145eb95cc9c5,c851e38392f26d6a33bfe6f717c0fba8,delivered,2016-10-05T14:40:44.000Z,2016-10-06T16:02:26.000Z,2016-10-21T16:20:49.000Z,2016-10-24T16:20:49.000Z,2016-11-25T00:00:00.000Z
719628a909505f12f342015fd53a8d43,5bef68c4d2d04c09aee2195ff540f131,delivered,2016-10-05T14:49:49.000Z,2016-10-06T15:52:44.000Z,2016-10-15T12:39:19.000Z,2016-10-18T19:17:36.000Z,2016-11-25T00:00:00.000Z
ac2b7c522d811acba0aa270ed3e112e4,ef21aebbb093a6db29ccc6aa0b89c347,delivered,2016-10-05T15:08:00.000Z,2016-10-06T15:44:26.000Z,2016-10-10T15:44:27.000Z,2016-10-13T15:44:27.000Z,2016-11-29T00:00:00.000Z
03ffce741877a000ca0fb3520673d4c4,e937151346d1bec664f5b80cd798bdd2,delivered,2016-10-05T15:17:57.000Z,2016-10-06T16:02:36.000Z,2016-10-15T12:39:28.000Z,2016-10-25T20:28:33.000Z,2016-12-09T00:00:00.000Z
cda873529ca7ab71f677d5ec11a40304,76c74aaff2f3f7355f46d9818ad092b8,shipped,2016-10-05T16:57:30.000Z,2016-10-06T15:52:49.000Z,2016-11-14T11:14:39.000Z,,2016-12-01T00:00:00.000Z
2d9e3c3c7f0f3ba8a8fa3db2f1211ceb,6b79d5d9914b88e0e05a19e76dfe926b,delivered,2016-10-05T17:09:07.000Z,2016-10-06T15:50:35.000Z,2016-10-31T14:36:53.000Z,2016-11-07T13:55:07.000Z,2016-11-29T00:00:00.000Z
cb2b577a4ebd84bf84ff3990084d490f,ebd67b458c0b8b23fa5d869779adc761,delivered,2016-10-05T17:11:49.000Z,2016-10-06T15:54:57.000Z,2016-10-30T15:14:54.000Z,2016-10-31T21:41:43.000Z,2016-11-29T00:00:00.000Z
ca3b8093576a51bea61c9782c7771f62,4ab07666a1b8ff428bda51600a94f753,delivered,2016-10-05T17:14:27.000Z,2016-10-06T16:02:42.000Z,2016-10-21T16:33:31.000Z,2016-10-24T16:33:31.000Z,2016-11-25T00:00:00.000Z
8729a8f7c27d03afe731463091711489,11ec73ddb032be97ae8f0219cce6cfa3,delivered,2016-10-05T17:16:17.000Z,2016-10-06T15:52:09.000Z,2016-10-30T14:02:20.000Z,2016-11-01T18:18:59.000Z,2016-12-01T00:00:00.000Z
